GridP      S_expected         S_actual            Error 
  63 -0.094834700492  0.705127990230 15.717553375551
  64 -0.095176116951  0.702659520630 15.638197978318
  65 -0.095490379309  0.700219868039 15.559066992303
  66 -0.095777205314  0.697809317972 15.480160365749
  67 -0.096036325426  0.695428143187 15.401478045708
  68 -0.096267480813  0.693076605703 15.323019978038
  69 -0.096470421489  0.690754958648 15.244786107403
  70 -0.096644904647  0.688463447933 15.166776377276
  71 -0.096790693197  0.686202313714 15.088990729940
  72 -0.096907554535  0.683971791619 15.011429106486
  73 -0.096995259580  0.681772113716 14.934091446813
  74 -0.097053582090  0.679603509197 14.856977689631
  75 -0.097082298289  0.677466204742 14.780087772462
  76 -0.097081186838  0.675360424562 14.703421631636
  77 -0.097050029157  0.673286390065 14.626979202298
  78 -0.096988610130  0.671244319158 14.550760418401
  79 -0.096896719204  0.669234425146 14.474765212714
  80 -0.096774151891  0.667256915229 14.398993516819
  81 -0.096620711681  0.665311988590 14.323445261109
  82 -0.096436212355  0.663399834082 14.248120374794
  83 -0.096220480685  0.661520627528 14.173018785898
  84 -0.095973359499  0.659674528656 14.098140421260
  85 -0.095694711069  0.657861677711 14.023485206538
  86 -0.095384420762  0.656082191805 13.949053066202
  87 -0.095042400907  0.654336161045 13.874843923543
  88 -0.094668594788  0.652623644550 13.800857700668
  89 -0.094262980666  0.650944666418 13.727094318505
  90 -0.093825575754  0.649299211759 13.653553696799
  91 -0.093356440008  0.647687222901 13.580235754115
  92 -0.092855679649  0.646108595864 13.507140407840
  93 -0.092323450292  0.644563177241 13.434267574180
  94 -0.091759959577  0.643050761557 13.361617168166
  95 -0.091165469217  0.641571089228 13.289189103649
  96 -0.090540296369  0.640123845186 13.216983293304
  97 -0.089884814279  0.638708658233 13.144999648631
  98 -0.089199452158  0.637325101172 13.073238079951
  99 -0.088484694272  0.635972691707 13.001698496415
 100 -0.087741078262  0.634650894132 12.930380805997
 101 -0.086969192734  0.633359121737 12.859284915499
 102 -0.086169674175  0.632096739890 12.788410730550
 103 -0.085343203275  0.630863069720 12.717758155605
 104 -0.084490500770  0.629657392270 12.647327093953
 105 -0.083612322895  0.628478953046 12.577117447707
 106 -0.082709456578  0.627326966821 12.507129117814
 107 -0.081782714496  0.626200622582 12.437362004050
 108 -0.080832930099  0.625099088506 12.367816005025
 109 -0.079860952718  0.624021516846 12.298491018179
 110 -0.078867642852  0.622967048653 12.229386939786
 111 -0.077853867722  0.621934818216 12.160503664956
 112 -0.076820497151  0.620923957183 12.091841087630
 113 -0.075768399837  0.619933598290 12.023399100590
 114 -0.074698440044  0.618962878665 11.955177595448
 115 -0.073611474749  0.618010942692 11.887176462659
 116 -0.072508351231  0.617076944407 11.819395591512
 117 -0.071389905126  0.616160049454 11.751834870136
 118 -0.070256958920  0.615259436591 11.684494185500
 119 -0.069110320858  0.614374298777 11.617373423411
 120 -0.067950784249  0.613503843866 11.550472468522
 121 -0.066779127137  0.612647294944 11.483791204321
 122 -0.065596112293  0.611803890329 11.417329513146
 123 -0.064402487503  0.610972883286 11.351087276172
 124 -0.063198986109  0.610153541487 11.285064373423
 125 -0.061986327773  0.609345146246 11.219260683765
 126 -0.060765219417  0.608546991577 11.153676084912
 127 -0.059536356329  0.607758383095 11.088310453425
 128 -0.058300423371  0.606978636798 11.023163664710
 129 -0.057058096296  0.606207077757 10.958235593024
 130 -0.055810043118  0.605443038745 10.893526111473
 131 -0.054556925532  0.604685858817 10.829035092011
 132 -0.053299400341  0.603934881879 10.764762405446
 133 -0.052038120899  0.603189455254 10.700707921437
 134 -0.050773738516  0.602448928263 10.636871508493
 135 -0.049506903847  0.601712650853 10.573253033980
 136 -0.048238268219  0.600979972257 10.509852364118
 137 -0.046968484899  0.600250239730 10.446669363980
 138 -0.045698210296  0.599522797352 10.383703897497
 139 -0.044428105063  0.598796984916 10.320955827457
 140 -0.043158835125  0.598072136909 10.258425015505
 141 -0.041891072588  0.597347581599 10.196111322147
 142 -0.040625496547  0.596622640227 10.134014606746
 143 -0.039362793778  0.595896626317 10.072134727528
 144 -0.038103659299  0.595168845112 10.010471541580
 145 -0.036848796813  0.594438593137  9.949024904850
 146 -0.035598919005  0.593705157893  9.887794672152
 147 -0.034354747709  0.592967817697  9.826780697164
 148 -0.033117013933  0.592225841655  9.765982832427
 149 -0.031886457732  0.591478489790  9.705400929351
 150 -0.030663827939  0.590725013309  9.645034838214
 151 -0.029449881745  0.589964655022  9.584884408160
 152 -0.028245384132  0.589196649916  9.524949487204
 153 -0.027051107151  0.588420225870  9.465229922232
 154 -0.025867829056  0.587634604521  9.405725559001
 155 -0.024696333291  0.586839002283  9.346436242140
 156 -0.023537407335  0.586032631496  9.287361815154
 157 -0.022391841410  0.585214701720  9.228502120421
 158 -0.021260427056  0.584384421165  9.169856999196
 159 -0.020143955579  0.583540998231  9.111426291611
 160 -0.019043216391  0.582683643182  9.053209836677
 161 -0.017958995236  0.581811569912  8.995207472284
 162 -0.016892072321  0.580923997814  8.937419035205
 163 -0.015843220369  0.580020153731  8.879844361092
 164 -0.014813202595  0.579099273974  8.822483284482
 165 -0.013802770631  0.578160606405  8.765335638799
 166 -0.012812662407  0.577203412552  8.708401256349
 167 -0.011843600003  0.576226969752  8.651679968327
 168 -0.010896287497  0.575230573313  8.595171604819
 169 -0.009971408813  0.574213538660  8.538875994798
 170 -0.009069625592  0.573175203462  8.482792966129
 171 -0.008191575103  0.572114929730  8.426922345571
 172 -0.007337868197  0.571032105850  8.371263958776
 173 -0.006509087339  0.569926148565  8.315817630290
 174 -0.005705784712  0.568796504861  8.260583183558
 175 -0.004928480410  0.567642653777  8.205560440922
 176 -0.004177660739  0.566464108105  8.150749223622
 177 -0.003453776626  0.565260415981  8.096149351799
 178 -0.002757242141  0.564031162362  8.041760644496
 179 -0.002088433151  0.562775970374  7.987582919658
 180 -0.001447686089  0.561494502540  7.933615994134
 181 -0.000835296865  0.560186461871  7.879859683678
 182 -0.000251519893  0.558851592838  7.826313802949
 183  0.000303432741  0.557489682208  7.772978165514
 184  0.000829391996  0.556100559756  7.719852583847
 185  0.001326232464  0.554684098853  7.666936869331
 186  0.001793872837  0.553240216937  7.614230832260
 187  0.002232276261  0.551768875866  7.561734281836
 188  0.002641450579  0.550270082158  7.509447026173
 189  0.003021448463  0.548743887127  7.457368872299
 190  0.003372367442  0.547190386909  7.405499626153
 191  0.003694349829  0.545609722388  7.353839092588
 192  0.003987582544  0.544002079022  7.302387075371
 193  0.004252296839  0.542367686565  7.251143377186
 194  0.004488767918  0.540706818689  7.200107799631
 195  0.004697314454  0.539019792502  7.149280143220
 196  0.004878298001  0.537306967958  7.098660207388
 197  0.005032122294  0.535568747155  7.048247790485
 198  0.005159232433  0.533805573526  6.998042689782
 199  0.005260113945  0.532017930894  6.948044701468
 200  0.005335291726  0.530206342418  6.898253620657
 201  0.005385328847  0.528371369398  6.848669241381
 202  0.005410825228  0.526513609948  6.799291356597
 203  0.005412416174  0.524633697535  6.750119758186
 204  0.005390770769  0.522732299370  6.701154236955
 205  0.005346590136  0.520810114669  6.652394582636
 206  0.005280605546  0.518867872763  6.603840583891
 207  0.005193576407  0.516906331085  6.555492028310
 208  0.005086288108  0.514926273018  6.507348702412
 209  0.004959549748  0.512928505620  6.459410391652
 210  0.004814191756  0.510913857244  6.411676880413
 211  0.004651063397  0.508883175050  6.364147952017
 212  0.004471030208  0.506837322431  6.316823388722
 213  0.004274971346  0.504777176372  6.269702971722
 214  0.004063776893  0.502703624748  6.222786481152
 215  0.003838345120  0.500617563589  6.176073696086
 216  0.003599579735  0.498519894328  6.129564394544
 217  0.003348387127  0.496411521051  6.083258353488
 218  0.003085673643  0.494293347764  6.037155348825
 219  0.002812342894  0.492166275707  5.991255155411
 220  0.002529293126  0.490031200720  5.945557547052
 221  0.002237414669  0.487889010698  5.900062296501
 222  0.001937587477  0.485740583125  5.854769175467
 223  0.001630678783  0.483586782731  5.809677954611
 224  0.001317540868  0.481428459262  5.764788403549
 225  0.000999008972  0.479266445393  5.720100290854
 226  0.000675899355  0.477101554783  5.675613384058
 227  0.000349007498  0.474934580284  5.631327449652
 228  0.000019106482  0.472766292312  5.587242253090
 229 -0.000313054485  0.470597437380  5.543357558787
 230 -0.000646751361  0.468428736804  5.499673130124
 231 -0.000981286396  0.466260885573  5.456188729446
 232 -0.001315989099  0.464094551388  5.412904118067
 233 -0.001650217027  0.461930373869  5.369819056268
 234 -0.001983356421  0.459768963920  5.326933303303
 235 -0.002314822682  0.457610903257  5.284246617394
 236 -0.002644060693  0.455456744078  5.241758755738
 237 -0.002970545005  0.453307008883  5.199469474506
 238 -0.003293779878  0.451162190433  5.157378528846
 239 -0.003613299201  0.449022751827  5.115485672881
 240 -0.003928666288  0.446889126708  5.073790659713
 241 -0.004239473571  0.444761719572  5.032293241426
 242 -0.004545342184  0.442640906180  4.990993169084
 243 -0.004845921463  0.440527034061  4.949890192732
 244 -0.005140888361  0.438420423096  4.908984061403
 245 -0.005429946793  0.436321366172  4.868274523113
 246 -0.005712826916  0.434230129906  4.827761324865
 247 -0.005989284355  0.432146955415  4.787444212652
 248 -0.006259099381  0.430072059137  4.747322931455
 249 -0.006522076059  0.428005633690  4.707397225246
 250 -0.006778041351  0.425947848762  4.667666836993
 251 -0.007026844211  0.423898852020  4.628131508654
 252 -0.007268354651  0.421858770042  4.588790981184
 253 -0.007502462802  0.419827709255  4.549644994537
 254 -0.007729077972  0.417805756885  4.510693287662
 255 -0.007948127697  0.415792981894  4.471935598509
 256 -0.008159556800  0.413789435929  4.433371664031
 257 -0.008363326463  0.411795154250  4.395001220182
 258 -0.008559413300  0.409810156653  4.356824001919
 259 -0.008747808462  0.407834448370  4.318839743209
 260 -0.008928516741  0.405868020958  4.281048177020
 261 -0.009101555713  0.403910853167  4.243449035335
 262 -0.009266954891  0.401962911776  4.206042049143
 263 -0.009424754909  0.400024152414  4.168826948445
 264 -0.009575006729  0.398094520356  4.131803462257
 265 -0.009717770878  0.396173951279  4.094971318607
 266 -0.009853116711  0.394262372006  4.058330244541
 267 -0.009981121700  0.392359701212  4.021879966123
 268 -0.010101870760  0.390465850104  3.985620208434
 269 -0.010215455593  0.388580723068  3.949550695578
 270 -0.010321974069  0.386704218297  3.913671150679
 271 -0.010421529636  0.384836228377  3.877981295886
 272 -0.010514230752  0.382976640855  3.842480852373
 273 -0.010600190351  0.381125338772  3.807169540340
 274 -0.010679525337  0.379282201176  3.772047079017
 275 -0.010752356098  0.377447103597  3.737113186663
 276 -0.010818806056  0.375619918506  3.702367580567
 277 -0.010879001236  0.373800515742  3.667809977053
 278 -0.010933069861  0.371988762920  3.633440091478
 279 -0.010981141972  0.370184525807  3.599257638236
 280 -0.011023349068  0.368387668685  3.565262330759
 281 -0.011059823777  0.366598054681  3.531453881516
 282 -0.011090699533  0.364815546084  3.497832002018
 283 -0.011116110290  0.363040004642  3.464396402820
 284 -0.011136190242  0.361271291830  3.431146793518
 285 -0.011151073571  0.359509269112  3.398082882754
 286 -0.011160894205  0.357753798176  3.365204378219
 287 -0.011165785600  0.356004741157  3.332510986651
 288 -0.011165880528  0.354261960845  3.300002413837
 289 -0.011161310894  0.352525320873  3.267678364617
 290 -0.011152207552  0.350794685894  3.235538542885
 291 -0.011138700145  0.349069921751  3.203582651589
 292 -0.011120916952  0.347350895620  3.171810392733
 293 -0.011098984748  0.345637476155  3.140221467380
 294 -0.011073028679  0.343929533615  3.108815575650
 295 -0.011043172139  0.342226939984  3.077592416729
 296 -0.011009536661  0.340529569079  3.046551688860
 297 -0.010972241822  0.338837296649  3.015693089355
 298 -0.010931405144  0.337150000470  2.985016314589
 299 -0.010887142017  0.335467560427  2.954521060006
 300 -0.010839565615  0.333789858593  2.924207020118
 301 -0.010788786829  0.332116779299  2.894073888507
 302 -0.010734914203  0.330448209198  2.864121357830
 303 -0.010678053872  0.328784037325  2.834349119816
 304 -0.010618309508  0.327124155155  2.804756865267
 305 -0.010555782272  0.325468456647  2.775344284065
 306 -0.010490570768  0.323816838291  2.746111065171
 307 -0.010422771002  0.322169199154  2.717056896622
 308 -0.010352476340  0.320525440912  2.688181465541
 309 -0.010279777481  0.318885467888  2.659484458132
 310 -0.010204762419  0.317249187084  2.630965559682
 311 -0.010127516418  0.315616508207  2.602624454568
 312 -0.010048121983  0.313987343698  2.574460826251
 313 -0.009966658841  0.312361608752  2.546474357285
 314 -0.009883203919  0.310739221341  2.518664729311
 315 -0.009797831325  0.309120102228  2.491031623066
 316 -0.009710612337  0.307504174986  2.463574718378
 317 -0.009621615388  0.305891366008  2.436293694172
 318 -0.009530906061  0.304281604510  2.409188228469
 319 -0.009438547083  0.302674822546  2.382257998390
 320 -0.009344598326  0.301070954994  2.355502680154
 321 -0.009249116812  0.299469939565  2.328921949083
 322 -0.009152156724  0.297871716783  2.302515479600
 323 -0.009053769420  0.296276229971  2.276282945235
 324 -0.008954003461  0.294683425229  2.250224018621
 325 -0.008852904642  0.293093251400  2.224338371501
 326 -0.008750516032  0.291505660027  2.198625674725
 327 -0.008646878027  0.289920605306  2.173085598254
 328 -0.008542028415  0.288338044018  2.147717811161
 329 -0.008436002449  0.286757935452  2.122521981629
 330 -0.008328832946  0.285180241316  2.097497776960
 331 -0.008220550388  0.283604925628  2.072644863568
 332 -0.008111183047  0.282031954591  2.047962906988
 333 -0.008000757134  0.280461296452  2.023451571868
 334 -0.007889296955  0.278892921338  1.999110521982
 335 -0.007776825096  0.277326801071  1.974939420221
 336 -0.007663362628  0.275762908970  1.950937928600
 337 -0.007548929330  0.274201219624  1.927105708258
 338 -0.007433543933  0.272641708646  1.903442419458
 339 -0.007317224381  0.271084352417  1.879947721590
 340 -0.007199988113  0.269529127798  1.856621273171
 341 -0.007081852354  0.267976011845  1.833462731848
 342 -0.006962834423  0.266424981498  1.810471754397
 343 -0.006842952037  0.264876013277  1.787647996723
 344 -0.006722223631  0.263329082966  1.764991113867
 345 -0.006600668653  0.261784165310  1.742500760000
 346 -0.006478307870  0.260241233719  1.720176588429
 347 -0.006355163635  0.258700259991  1.698018251596
 348 -0.006231260146  0.257161214063  1.676025401078
 349 -0.006106623659  0.255624063791  1.654197687590
 350 -0.005981282673  0.254088774769  1.632534760987
 351 -0.005855268064  0.252555310193  1.611036270260
 352 -0.005728613173  0.251023630772  1.589701863541
 353 -0.005601353846  0.249493694693  1.568531188103
 354 -0.005473528410  0.247965457637  1.547523890360
 355 -0.005345177613  0.246438872852  1.526679615868
 356 -0.005216344491  0.244913891272  1.505998009326
 357 -0.005087074207  0.243390461684  1.485478714576
 358 -0.004957413835  0.241868530948  1.465121374603
 359 -0.004827412110  0.240348044242  1.444925631538
 360 -0.004697119151  0.238828945341  1.424891126655
 361 -0.004566586158  0.237311176918  1.405017500373
 362 -0.004435865098  0.235794680862  1.385304392259
 363 -0.004305008385  0.234279398596  1.365751441021
 364 -0.004174068560  0.232765271394  1.346358284516
 365 -0.004043097983  0.231252240697  1.327124559745
 366 -0.003912148536  0.229740248403  1.308049902854
 367 -0.003781271347  0.228229237142  1.289133949137
 368 -0.003650516543  0.226719150534  1.270376333029
 369 -0.003519933022  0.225209933404  1.251776688113
 370 -0.003389568255  0.223701531986  1.233334647115
 371 -0.003259468128  0.222193894084  1.215049841905
 372 -0.003129676799  0.220686969212  1.196921903495
 373 -0.003000236592  0.219180708695  1.178950462039
 374 -0.002871187919  0.217675065757  1.161135146834
 375 -0.002742569228  0.216169995568  1.143475586316
 376 -0.002614416970  0.214665455276  1.125971408058
 377 -0.002486765597  0.213161404012  1.108622238774
 378 -0.002359647568  0.211657802882  1.091427704309
 379 -0.002233093381  0.210154614934  1.074387429646
 380 -0.002107131620  0.208651805117  1.057501038898
 381 -0.001981789006  0.207149340224  1.040768155308
 382 -0.001857090466  0.205647188825  1.024188401246
 383 -0.001733059206  0.204145321192  1.007761398208
 384 -0.001609716798  0.202643709220  0.991486766810
 385 -0.001487083259  0.201142326338  0.975364126789
 386 -0.001365177148  0.199641147418  0.959393096996
 387 -0.001244015654  0.198140148687  0.943573295394
 388 -0.001123614693  0.196639307628  0.927904339055
 389 -0.001003989001  0.195138602887  0.912385844151
 390 -0.000885152228  0.193638014181  0.897017425957
 391 -0.000767117033  0.192137522202  0.881798698840
 392 -0.000649895178  0.190637108526  0.866729276255
 393 -0.000533497613  0.189136755521  0.851808770742
 394 -0.000417934569  0.187636446261  0.837036793915
 395 -0.000303215647  0.186136164437  0.822412956459
 396 -0.000189349893  0.184635894274  0.807936868122
 397 -0.000076345891  0.183135620451  0.793608137706
 398  0.000035788166  0.181635328017  0.779426373062
 399  0.000147044393  0.180135002318  0.765391181077
 400  0.000257415143  0.178634628922  0.751502167666
 401  0.000366892930  0.177134193545  0.737758937764
 402  0.000475470362  0.175633681980  0.724161095313
 403  0.000583140073  0.174133080032  0.710708243252
 404  0.000689894651  0.172632373450  0.697399983501
 405  0.000795726582  0.171131547861  0.684235916952
 406  0.000900628180  0.169630588711  0.671215643453
 407  0.001004591531  0.168129481201  0.658338761792
 408  0.001107608430  0.166628210228  0.645604869683
 409  0.001209670322  0.165126760328  0.633013563745
 410  0.001310768249  0.163625115616  0.620564439488
 411  0.001410892789  0.162123259735  0.608257091288
 412  0.001510034004  0.160621175795  0.596091112371
 413  0.001608181385  0.159118846322  0.584066094786
 414  0.001705323797  0.157616253205  0.572181629383
 415  0.001801449428  0.156113377642  0.560437305784
 416  0.001896545735  0.154610200088  0.548832712361
 417  0.001990599392  0.153106700202  0.537367436199
 418  0.002083596241  0.151602856798  0.526041063069
 419  0.002175521236  0.150098647792  0.514853177391
 420  0.002266358399  0.148594050152  0.503803362199
 421  0.002356090762  0.147089039846  0.492891199103
 422  0.002444700320  0.145583591796  0.482116268242
 423  0.002532167984  0.144077679823  0.471478148243
 424  0.002618473523  0.142571276597  0.460976416172
 425  0.002703595521  0.141064353591  0.450610647481
 426  0.002787511326  0.139556881031  0.440380415952
 427  0.002870196998  0.138048827843  0.430285293639
 428  0.002951627261  0.136540161606  0.420324850803
 429  0.003031775456  0.135030848506  0.410498655841
 430  0.003110613489  0.133520853281  0.400806275216
 431  0.003188111788  0.132010139182  0.391247273371
 432  0.003264239250  0.130498667917  0.381821212651
 433  0.003338963201  0.128986399614  0.372527653205
 434  0.003412249343  0.127473292764  0.363366152889
 435  0.003484061716  0.125959304190  0.354336267157
 436  0.003554362651  0.124444388990  0.345437548951
 437  0.003623112730  0.122928500508  0.336669548569
 438  0.003690270745  0.121411590286  0.328031813539
 439  0.003755793660  0.119893608028  0.319523888469
 440  0.003819636577  0.118374501567  0.311145314894
 441  0.003881752701  0.116854216828  0.302895631106
 442  0.003942093310  0.115332697802  0.294774371975
 443  0.004000607731  0.113809886518  0.286781068748
 444  0.004057243316  0.112285723021  0.278915248841
 445  0.004111945420  0.110760145350  0.271176435605
 446  0.004164657395  0.109233089532  0.263564148082
 447  0.004215320575  0.107704489568  0.256077900730
 448  0.004263874277  0.106174277433  0.248717203135
 449  0.004310255805  0.104642383079  0.241481559693
 450  0.004354400461  0.103108734450  0.234370469267
 451  0.004396241565  0.101573257498  0.227383424814
 452  0.004435710483  0.100035876214  0.220519912981
 453  0.004472736666  0.098496512664  0.213779413667
 454  0.004507247694  0.096955087039  0.207161399545
 455  0.004539169341  0.095411517711  0.200665335542
 456  0.004568425641  0.093865721308  0.194290678280
 457  0.004594938973  0.092317612795  0.188036875458
 458  0.004618630161  0.090767105574  0.181903365189
 459  0.004639418585  0.089214111595  0.175889575270
 460  0.004657222310  0.087658541488  0.169994922395
 461  0.004671958231  0.086100304704  0.164218811294
 462  0.004683542236  0.084539309680  0.158560633791
 463  0.004691889387  0.082975464023  0.153019767790
 464  0.004696914124  0.081408674709  0.147595576157
 465  0.004698530485  0.079838848305  0.142287405507
 466  0.004696652349  0.078265891214  0.137094584888
 467  0.004691193703  0.076689709941  0.132016424336
 468  0.004682068929  0.075110211378  0.127052213310
 469  0.004669193117  0.073527303123  0.122201218985
 470  0.004652482404  0.071940893809  0.117462684392
 471  0.004631854326  0.070350893469  0.112835826394
 472  0.004607228213  0.068757213919  0.108319833488
 473  0.004578525590  0.067159769168  0.103913863414
 474  0.004545670614  0.065558475849  0.099617040555
 475  0.004508590530  0.063953253680  0.095428453128
 476  0.004467216148  0.062344025939  0.091347150125
 477  0.004421482349  0.060730719967  0.087372138016
 478  0.004371328601  0.059113267692  0.083502377187
 479  0.004316699501  0.057491606162  0.079736778092
 480  0.004257545330  0.055865678106  0.076074197123
 481  0.004193822621  0.054235432503  0.072513432178
 482  0.004125494742  0.052600825156  0.069053217920
 483  0.004052532476  0.050961819288  0.065692220723
 484  0.003974914619  0.049318386123  0.062429033310
 485  0.003892628561  0.047670505481  0.059262169086
 486  0.003805670877  0.046018166357  0.056190056181
 487  0.003714047892  0.044361367499  0.053211031224
 488  0.003617776241  0.042700117956  0.050323332887
 489  0.003516883399  0.041034437619  0.047525095242
 490  0.003411408193  0.039364357721  0.044814340994
 491  0.003301401262  0.037689921310  0.042188974658
 492  0.003186925495  0.036011183679  0.039646775792
 493  0.003068056409  0.034328212744  0.037185392382
 494  0.002944882472  0.032641089374  0.034802334525
 495  0.002817505375  0.030949907651  0.032494968563
 496  0.002686040223  0.029254775076  0.030260511831
 497  0.002550615662  0.027555812685  0.028096028232
 498  0.002411373924  0.025853155098  0.025998424822
 499  0.002268470786  0.024146950478  0.023964449644
 500  0.002122075441  0.022437360403  0.021990691014
 501  0.001972370281  0.020724559647  0.020073578484
 502  0.001819550575  0.019008735861  0.018209385682
 503  0.001663824064  0.017290089163  0.016394235206
 504  0.001505410442  0.015568831628  0.014624105710
 505  0.001344540759  0.013845186679  0.012894841279
 506  0.001181456711  0.012119388389  0.011202163127
 507  0.001016409851  0.010391680686  0.009541683571
 508  0.000849660707  0.008662316470  0.007908922189
 509  0.000681477817  0.006931556653  0.006299323965
 510  0.000512136692  0.005199669117  0.004708279158
 511  0.000341918712  0.003466927613  0.003131144563
 512  0.000171109957  0.001733610593  0.001563265773
 513  0.000000000000  0.000000000000  0.000000000000
